case_id,bank_txn_id,ledger_id,true_status,predicted_status,true_exception_type,match_method,match_confidence,reason,amount_difference,timestamp_difference,merchant_similarity,reference_similarity,is_correct,error_classification
SYNTH-CASE-000600,SYNTH-BANK-000600,SYNTH-LEDGER-000600,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹483.55 vs ledger amount ₹473.88 (diff ₹9.67 / 2.04%).,9.67,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000605,SYNTH-BANK-000605,SYNTH-LEDGER-000605,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI220742', amount (₹543.38), and direction (CREDIT) matched exactly after normalization with timestamp diff of 5.0 mins.",0.0,5.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000607,SYNTH-BANK-000607,SYNTH-LEDGER-000607,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1972.33 vs ledger amount ₹2011.78 (diff ₹39.45 / 1.96%).,39.45,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000620,SYNTH-BANK-000620,SYNTH-LEDGER-000620,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹267.19 vs ledger amount ₹261.85 (diff ₹5.34 / 2.04%).,5.34,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000624,SYNTH-BANK-000624,SYNTH-LEDGER-000624,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹4297.00 vs ledger amount ₹4211.06 (diff ₹85.94 / 2.04%).,85.94,13.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000631,SYNTH-BANK-000631,SYNTH-LEDGER-000631,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1473.02 vs ledger amount ₹1502.48 (diff ₹29.46 / 1.96%).,29.46,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000635,SYNTH-BANK-000635,SYNTH-LEDGER-000635,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI405645', amount (₹943.26), and direction (CREDIT) matched exactly after normalization with timestamp diff of 11.0 mins.",0.0,11.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000644,SYNTH-BANK-000644,,UNMATCHED_BANK,AMBIGUOUS,MISSING_LEDGER,AMBIGUOUS_LOW_CONFIDENCE,0.7546,Ambiguous match: Competing ledger candidates found with close scores: [SYNTH-LEDGER-001045 (score 0.755)]. Top candidate reference 'UPI242246' has similarity 0.67.,735.7,1608.0,1.0,0.6667,False,WRONG_EXCEPTION_TYPE
SYNTH-CASE-000662,SYNTH-BANK-000662,SYNTH-LEDGER-000662,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹544.84 vs ledger amount ₹555.74 (diff ₹10.90 / 1.96%).,10.9,5.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000664,SYNTH-BANK-000664,SYNTH-LEDGER-000664,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI671831', amount (₹1024.28), and direction (CREDIT) matched exactly after normalization with timestamp diff of 11.0 mins.",0.0,11.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000670,SYNTH-BANK-000670,SYNTH-LEDGER-000670,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹556.62 vs ledger amount ₹545.49 (diff ₹11.13 / 2.04%).,11.13,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000676,SYNTH-BANK-000676,SYNTH-LEDGER-000676,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹2222.82 vs ledger amount ₹2267.28 (diff ₹44.46 / 1.96%).,44.46,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000684,SYNTH-BANK-000684,SYNTH-LEDGER-000684,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1642.83 vs ledger amount ₹1675.69 (diff ₹32.86 / 1.96%).,32.86,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000689,SYNTH-BANK-000689,,UNMATCHED_BANK,AMBIGUOUS,MISSING_LEDGER,AMBIGUOUS_LOW_CONFIDENCE,0.7587,Ambiguous match: Competing ledger candidates found with close scores: [SYNTH-LEDGER-001036 (score 0.759)]. Top candidate reference 'UPI190094' has similarity 0.56.,181.58,2967.0,1.0,0.5556,False,WRONG_EXCEPTION_TYPE
SYNTH-CASE-000702,SYNTH-BANK-000702,SYNTH-LEDGER-000702,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI117480', amount (₹860.53), and direction (CREDIT) matched exactly after normalization with timestamp diff of 14.0 mins.",0.0,14.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000715,SYNTH-BANK-000715,SYNTH-LEDGER-000715,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹683.38 vs ledger amount ₹669.71 (diff ₹13.67 / 2.04%).,13.67,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000717,SYNTH-BANK-000717,SYNTH-LEDGER-000717,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI906006', amount (₹767.24), and direction (DEBIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000721,SYNTH-BANK-000721,SYNTH-LEDGER-000721,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI394617', amount (₹5159.78), and direction (CREDIT) matched exactly after normalization with timestamp diff of 11.0 mins.",0.0,11.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000730,SYNTH-BANK-000730,SYNTH-LEDGER-000730,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9052,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹1580.30 vs ledger amount ₹1611.91 (diff ₹31.61 / 1.96%).,31.61,4.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000736,SYNTH-BANK-000736,SYNTH-LEDGER-000736,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1167.02 vs ledger amount ₹1143.68 (diff ₹23.34 / 2.04%).,23.34,5.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000764,SYNTH-BANK-000764,SYNTH-LEDGER-000764,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1523.76 vs ledger amount ₹1554.24 (diff ₹30.48 / 1.96%).,30.48,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000770,SYNTH-BANK-000770,SYNTH-LEDGER-000770,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹961.66 vs ledger amount ₹980.89 (diff ₹19.23 / 1.96%).,19.23,5.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000780,SYNTH-BANK-000780,SYNTH-LEDGER-000780,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI303073', amount (₹1605.98), and direction (CREDIT) matched exactly after normalization with timestamp diff of 7.0 mins.",0.0,7.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000781,SYNTH-BANK-000781,SYNTH-LEDGER-000781,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹710.80 vs ledger amount ₹696.58 (diff ₹14.22 / 2.04%).,14.22,8.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000796,SYNTH-BANK-000796,SYNTH-LEDGER-000796,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹2753.00 vs ledger amount ₹2808.06 (diff ₹55.06 / 1.96%).,55.06,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000807,SYNTH-BANK-000807,SYNTH-LEDGER-000807,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹2356.53 vs ledger amount ₹2403.66 (diff ₹47.13 / 1.96%).,47.13,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000809,SYNTH-BANK-000809,SYNTH-LEDGER-000809,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI919435', amount (₹1450.14), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000817,SYNTH-BANK-000817,SYNTH-LEDGER-000817,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹924.07 vs ledger amount ₹942.55 (diff ₹18.48 / 1.96%).,18.48,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000818,SYNTH-BANK-000818,SYNTH-LEDGER-000818,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹1262.76 vs ledger amount ₹1237.50 (diff ₹25.26 / 2.04%).,25.26,7.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000827,SYNTH-BANK-000827,SYNTH-LEDGER-000827,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹724.76 vs ledger amount ₹739.26 (diff ₹14.50 / 1.96%).,14.5,6.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000850,SYNTH-BANK-000850,SYNTH-LEDGER-000850,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9051,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹931.66 vs ledger amount ₹913.03 (diff ₹18.63 / 2.04%).,18.63,3.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000881,SYNTH-BANK-000881,SYNTH-LEDGER-000881,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI501335', amount (₹1184.04), and direction (CREDIT) matched exactly after normalization with timestamp diff of 9.0 mins.",0.0,9.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000890,SYNTH-BANK-000890,SYNTH-LEDGER-000890,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1198.95 vs ledger amount ₹1174.97 (diff ₹23.98 / 2.04%).,23.98,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000897,SYNTH-BANK-000897,SYNTH-LEDGER-000897,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹938.26 vs ledger amount ₹919.49 (diff ₹18.77 / 2.04%).,18.77,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000912,SYNTH-BANK-000912,SYNTH-LEDGER-000912,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹1198.59 vs ledger amount ₹1174.62 (diff ₹23.97 / 2.04%).,23.97,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000913,SYNTH-BANK-000913,SYNTH-LEDGER-000913,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI456452', amount (₹1760.98), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000915,SYNTH-BANK-000915,SYNTH-LEDGER-000915,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI137037', amount (₹1017.75), and direction (CREDIT) matched exactly after normalization with timestamp diff of 14.0 mins.",0.0,14.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000934,SYNTH-BANK-000934,SYNTH-LEDGER-000934,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI552201', amount (₹1599.15), and direction (CREDIT) matched exactly after normalization with timestamp diff of 12.0 mins.",0.0,12.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000935,SYNTH-BANK-000935,SYNTH-LEDGER-000935,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI340883', amount (₹1594.93), and direction (CREDIT) matched exactly after normalization with timestamp diff of 7.0 mins.",0.0,7.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000960,SYNTH-BANK-000960,SYNTH-LEDGER-000960,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹412.87 vs ledger amount ₹404.61 (diff ₹8.26 / 2.04%).,8.26,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000961,SYNTH-BANK-000961,SYNTH-LEDGER-000961,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI937814', amount (₹1488.55), and direction (DEBIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000969,SYNTH-BANK-000969,SYNTH-LEDGER-000969,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI333204', amount (₹718.12), and direction (CREDIT) matched exactly after normalization with timestamp diff of 14.0 mins.",0.0,14.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-000972,SYNTH-BANK-000972,SYNTH-LEDGER-000972,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9052,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹1724.78 vs ledger amount ₹1759.28 (diff ₹34.50 / 1.96%).,34.5,2.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000974,SYNTH-BANK-000974,SYNTH-LEDGER-000974,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1169.76 vs ledger amount ₹1193.16 (diff ₹23.40 / 1.96%).,23.4,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-000975,SYNTH-BANK-000975,SYNTH-LEDGER-000975,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹624.73 vs ledger amount ₹612.24 (diff ₹12.49 / 2.04%).,12.49,15.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001004,SYNTH-BANK-001004,SYNTH-LEDGER-001004,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹840.68 vs ledger amount ₹823.87 (diff ₹16.81 / 2.04%).,16.81,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001013,SYNTH-BANK-001013,SYNTH-LEDGER-001013,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI399754', amount (₹1107.29), and direction (DEBIT) matched exactly after normalization with timestamp diff of 11.0 mins.",0.0,11.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001021,SYNTH-BANK-001021,SYNTH-LEDGER-001021,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI319211', amount (₹363.34), and direction (DEBIT) matched exactly after normalization with timestamp diff of 15.0 mins.",0.0,15.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001041,SYNTH-BANK-001041,SYNTH-LEDGER-001041,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1238.76 vs ledger amount ₹1213.98 (diff ₹24.78 / 2.04%).,24.78,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001045,SYNTH-BANK-001045,SYNTH-LEDGER-001045,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1530.86 vs ledger amount ₹1561.48 (diff ₹30.62 / 1.96%).,30.62,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001060,SYNTH-BANK-001060,SYNTH-LEDGER-001060,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI686842', amount (₹1843.41), and direction (CREDIT) matched exactly after normalization with timestamp diff of 6.0 mins.",0.0,6.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001062,SYNTH-BANK-001062,SYNTH-LEDGER-001062,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI167755', amount (₹900.62), and direction (CREDIT) matched exactly after normalization with timestamp diff of 13.0 mins.",0.0,13.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001063,SYNTH-BANK-001063,SYNTH-LEDGER-001063,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI242459', amount (₹1029.55), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001067,SYNTH-BANK-001067,SYNTH-LEDGER-001067,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI915887', amount (₹775.35), and direction (CREDIT) matched exactly after normalization with timestamp diff of 6.0 mins.",0.0,6.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001080,SYNTH-BANK-001080,SYNTH-LEDGER-001080,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI515211', amount (₹2922.65), and direction (DEBIT) matched exactly after normalization with timestamp diff of 14.0 mins.",0.0,14.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001094,SYNTH-BANK-001094,SYNTH-LEDGER-001094,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹218.15 vs ledger amount ₹213.79 (diff ₹4.36 / 2.04%).,4.36,10.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001095,SYNTH-BANK-001095,SYNTH-LEDGER-001095,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9051,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹1652.68 vs ledger amount ₹1619.63 (diff ₹33.05 / 2.04%).,33.05,3.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001101,SYNTH-BANK-001101,SYNTH-LEDGER-001101,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹419.27 vs ledger amount ₹410.88 (diff ₹8.39 / 2.04%).,8.39,0.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001115,SYNTH-BANK-001115,SYNTH-LEDGER-001115,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI736981', amount (₹5942.87), and direction (CREDIT) matched exactly after normalization with timestamp diff of 8.0 mins.",0.0,8.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001120,SYNTH-BANK-001120,SYNTH-LEDGER-001120,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹812.02 vs ledger amount ₹795.78 (diff ₹16.24 / 2.04%).,16.24,6.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001133,SYNTH-BANK-001133,SYNTH-LEDGER-001133,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI266262', amount (₹1667.68), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins.",0.0,3.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001144,SYNTH-BANK-001144,SYNTH-LEDGER-001144,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹2518.28 vs ledger amount ₹2467.91 (diff ₹50.37 / 2.04%).,50.37,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001146,SYNTH-BANK-001146,SYNTH-LEDGER-001146,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1141.37 vs ledger amount ₹1118.54 (diff ₹22.83 / 2.04%).,22.83,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001154,SYNTH-BANK-001154,SYNTH-LEDGER-001154,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1329.56 vs ledger amount ₹1302.97 (diff ₹26.59 / 2.04%).,26.59,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001158,SYNTH-BANK-001158,SYNTH-LEDGER-001158,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI425985', amount (₹1403.29), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001159,SYNTH-BANK-001159,SYNTH-LEDGER-001159,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI888152', amount (₹730.59), and direction (CREDIT) matched exactly after normalization with timestamp diff of 6.0 mins.",0.0,6.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001167,SYNTH-BANK-001167,SYNTH-LEDGER-001167,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI573975', amount (₹1437.89), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001195,SYNTH-BANK-001195,SYNTH-LEDGER-001195,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI551186', amount (₹565.04), and direction (CREDIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001198,SYNTH-BANK-001198,SYNTH-LEDGER-001198,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹1149.30 vs ledger amount ₹1126.31 (diff ₹22.99 / 2.04%).,22.99,15.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001217,SYNTH-BANK-001217,SYNTH-LEDGER-001217,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI696364', amount (₹3154.87), and direction (CREDIT) matched exactly after normalization with timestamp diff of 9.0 mins.",0.0,9.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001233,SYNTH-BANK-001233,SYNTH-LEDGER-001233,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹3113.12 vs ledger amount ₹3175.38 (diff ₹62.26 / 1.96%).,62.26,5.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001244,SYNTH-BANK-001244,SYNTH-LEDGER-001244,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹1861.77 vs ledger amount ₹1824.53 (diff ₹37.24 / 2.04%).,37.24,8.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
