case_id,bank_txn_id,ledger_id,true_status,predicted_status,true_exception_type,match_method,match_confidence,reason,amount_difference,timestamp_difference,merchant_similarity,reference_similarity,has_duplicate_submission,duplicate_of_bank_txn_id,is_correct,error_classification
SYNTH-CASE-001340,SYNTH-BANK-001340,SYNTH-LEDGER-001340,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI228499', amount (₹1826.98), and direction (DEBIT) matched exactly after normalization with timestamp diff of 10.0 mins. [Companion duplicate submission recorded]",0.0,10.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001374,SYNTH-BANK-001374,SYNTH-LEDGER-001374,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI678771', amount (₹349.23), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins. [Companion duplicate submission recorded]",0.0,2.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001415,SYNTH-BANK-001415,SYNTH-LEDGER-001415,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI495971', amount (₹1606.07), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins. [Companion duplicate submission recorded]",0.0,1.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001452,SYNTH-BANK-001452,SYNTH-LEDGER-001452,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI728354', amount (₹2808.14), and direction (CREDIT) matched exactly after normalization with timestamp diff of 5.0 mins. [Companion duplicate submission recorded]",0.0,5.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001454,SYNTH-BANK-001454,SYNTH-LEDGER-001454,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI647384', amount (₹1546.79), and direction (CREDIT) matched exactly after normalization with timestamp diff of 10.0 mins. [Companion duplicate submission recorded]",0.0,10.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001455,SYNTH-BANK-001455,SYNTH-LEDGER-001455,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI724812', amount (₹1153.72), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins. [Companion duplicate submission recorded]",0.0,2.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001463,SYNTH-BANK-001463,SYNTH-LEDGER-001463,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI967290', amount (₹1029.35), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins. [Companion duplicate submission recorded]",0.0,3.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001468,SYNTH-BANK-001468,SYNTH-LEDGER-001468,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI991838', amount (₹1503.89), and direction (CREDIT) matched exactly after normalization with timestamp diff of 7.0 mins. [Companion duplicate submission recorded]",0.0,7.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001533,SYNTH-BANK-001533,SYNTH-LEDGER-001533,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI779980', amount (₹375.29), and direction (DEBIT) matched exactly after normalization with timestamp diff of 0.0 mins. [Companion duplicate submission recorded]",0.0,0.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001535,SYNTH-BANK-001535,SYNTH-LEDGER-001535,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI340405', amount (₹1914.88), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins. [Companion duplicate submission recorded]",0.0,3.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001554,SYNTH-BANK-001554,SYNTH-LEDGER-001554,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI304378', amount (₹2120.41), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins. [Companion duplicate submission recorded]",0.0,3.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001556,SYNTH-BANK-001556,SYNTH-LEDGER-001556,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI289443', amount (₹424.80), and direction (CREDIT) matched exactly after normalization with timestamp diff of 8.0 mins. [Companion duplicate submission recorded]",0.0,8.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001562,SYNTH-BANK-001562,SYNTH-LEDGER-001562,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI123514', amount (₹1062.59), and direction (DEBIT) matched exactly after normalization with timestamp diff of 1.0 mins. [Companion duplicate submission recorded]",0.0,1.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001583,SYNTH-BANK-001583,SYNTH-LEDGER-001583,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI945889', amount (₹3033.08), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins. [Companion duplicate submission recorded]",0.0,0.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001586,SYNTH-BANK-001586,SYNTH-LEDGER-001586,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI964841', amount (₹634.51), and direction (DEBIT) matched exactly after normalization with timestamp diff of 11.0 mins. [Companion duplicate submission recorded]",0.0,11.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001594,SYNTH-BANK-001594,SYNTH-LEDGER-001594,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI535006', amount (₹2740.02), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins. [Companion duplicate submission recorded]",0.0,1.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001647,SYNTH-BANK-001647,SYNTH-LEDGER-001647,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI308567', amount (₹1902.03), and direction (CREDIT) matched exactly after normalization with timestamp diff of 3.0 mins. [Companion duplicate submission recorded]",0.0,3.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001667,SYNTH-BANK-001667,SYNTH-LEDGER-001667,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI880386', amount (₹5726.02), and direction (CREDIT) matched exactly after normalization with timestamp diff of 5.0 mins. [Companion duplicate submission recorded]",0.0,5.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001697,SYNTH-BANK-001697,SYNTH-LEDGER-001697,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI393969', amount (₹1098.65), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins. [Companion duplicate submission recorded]",0.0,2.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001786,SYNTH-BANK-001786,SYNTH-LEDGER-001786,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI402037', amount (₹3550.39), and direction (CREDIT) matched exactly after normalization with timestamp diff of 13.0 mins. [Companion duplicate submission recorded]",0.0,13.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001796,SYNTH-BANK-001796,SYNTH-LEDGER-001796,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI525663', amount (₹460.22), and direction (DEBIT) matched exactly after normalization with timestamp diff of 15.0 mins. [Companion duplicate submission recorded]",0.0,15.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001818,SYNTH-BANK-001818,SYNTH-LEDGER-001818,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI223129', amount (₹1725.09), and direction (CREDIT) matched exactly after normalization with timestamp diff of 15.0 mins. [Companion duplicate submission recorded]",0.0,15.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001843,SYNTH-BANK-001843,SYNTH-LEDGER-001843,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI568476', amount (₹2416.50), and direction (CREDIT) matched exactly after normalization with timestamp diff of 13.0 mins. [Companion duplicate submission recorded]",0.0,13.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001853,SYNTH-BANK-001853,SYNTH-LEDGER-001853,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI899655', amount (₹4228.13), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins. [Companion duplicate submission recorded]",0.0,2.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001866,SYNTH-BANK-001866,SYNTH-LEDGER-001866,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI318392', amount (₹860.90), and direction (CREDIT) matched exactly after normalization with timestamp diff of 4.0 mins. [Companion duplicate submission recorded]",0.0,4.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001881,SYNTH-BANK-001881,SYNTH-LEDGER-001881,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI960761', amount (₹1659.99), and direction (CREDIT) matched exactly after normalization with timestamp diff of 4.0 mins. [Companion duplicate submission recorded]",0.0,4.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001928,SYNTH-BANK-001928,SYNTH-LEDGER-001928,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI503111', amount (₹682.61), and direction (DEBIT) matched exactly after normalization with timestamp diff of 9.0 mins. [Companion duplicate submission recorded]",0.0,9.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001935,SYNTH-BANK-001935,SYNTH-LEDGER-001935,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI107154', amount (₹4809.70), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins. [Companion duplicate submission recorded]",0.0,4.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001950,SYNTH-BANK-001950,SYNTH-LEDGER-001950,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI449576', amount (₹3113.49), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins. [Companion duplicate submission recorded]",0.0,0.0,1.0,1.0,True,,False,FALSE_MATCH
SYNTH-CASE-001986,SYNTH-BANK-001986,SYNTH-LEDGER-001986,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI807727', amount (₹475.18), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins. [Companion duplicate submission recorded]",0.0,1.0,1.0,1.0,True,,False,FALSE_MATCH
