transaction_id,payer_id,merchant_id,merchant,transaction_description,category,amount,payment_method,timestamp,hour,amount_zscore_vs_customer_history,is_new_merchant_for_customer,customer_txn_count_so_far,days_since_last_transaction,requires_review
TX006638,PAYER00103,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY*ORDER660916,Healthcare,103.96,Debit Card,2026-03-25 09:14:00,9,0.0,True,0,27,0
TX000331,PAYER00103,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 671509,Salary,45193.97,UPI,2026-04-09 19:51:00,19,0.0,True,0,15,0
TX003005,PAYER00103,MERCH0017,Airtel Broadband,UPI-AIRTELBROADBAN-515637,Utilities,2073.31,UPI,2026-04-11 22:29:00,22,0.0,True,0,2,0
TX008497,PAYER00103,MERCH0007,Ola Cabs,OLACABS*ORDER862994,Transport,94.78,UPI,2026-04-13 10:50:00,10,0.0,True,0,1,0
TX010271,PAYER00103,MERCH0017,Airtel Broadband,AIRTELBROADBAN*PUN,Utilities,1459.45,Net Banking,2026-04-25 02:38:00,2,0.0,False,1,11,0
TX010767,PAYER00103,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-632219,Rent,23613.03,UPI,2026-04-25 07:40:00,7,0.0,True,0,0,0
TX000578,PAYER00103,MERCH0027,Udemy,UPI-UDEMY-288129,Education,996.93,UPI,2026-04-26 16:51:00,16,0.0,True,0,1,0
TX004599,PAYER00103,MERCH0001,Swiggy,SWIGGY*ORDER86313,Food,198.52,UPI,2026-04-28 15:13:00,15,0.0,True,0,1,0
TX008257,PAYER00103,MERCH0024,Spotify,SPOTIFY.COM SUBSCRIPTION,Entertainment,339.28,Net Banking,2026-05-19 13:02:00,13,0.0,True,0,20,0
TX009953,PAYER00103,MERCH0012,Myntra,MYNTRA CHN 270093,Shopping,869.01,Wallet,2026-06-08 20:16:00,20,0.0,True,1,20,1
TX006802,PAYER00103,MERCH0014,Reliance Trends,RELIANCETRENDS INDIA PVT LTD,Shopping,399.9,UPI,2026-06-10 17:01:00,17,-1.3619243068923084,True,2,1,0
TX008070,PAYER00103,MERCH0002,Zomato,ZOMATO*MUM,Food,405.95,UPI,2026-06-19 17:03:00,17,0.0,True,1,9,0
TX006470,PAYER00103,MERCH0003,Starbucks,STARBUCKS INDIA PVT LTD,Food,164.15,Debit Card,2026-06-20 19:10:00,19,-1.3313889022802874,True,2,1,0
TX005233,PAYER00103,MERCH0015,Local Kirana Store,LOCALKIRANASTO*ORDER530245,Shopping,589.38,Wallet,2026-06-22 00:10:00,0,-0.7333966966215453,True,3,1,0
TX005300,PAYER00103,MERCH0011,Amazon.in,AMAZONIN,Shopping,738.89,UPI,2026-07-06 17:11:00,17,-0.4759177747532384,False,4,14,1
TX000614,PAYER00103,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY*BLR,Healthcare,312.99,Credit Card,2026-07-20 11:03:00,11,0.0,False,1,13,0
TX001447,PAYER00103,MERCH0001,Swiggy,SWIGGY*ORDER923999,Food,378.11,UPI,2026-08-10 14:53:00,14,1.1413081309397757,False,3,21,0
TX004568,PAYER00103,MERCH0018,Jio Fiber,UPI-JIOFIBER-883915,Utilities,1336.51,UPI,2026-08-12 11:20:00,11,-1.4005473560746757,True,2,1,0
TX004534,PAYER00103,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 358202,Rent,22974.58,Debit Card,2026-08-18 10:20:00,10,0.0,False,1,5,0
TX007431,PAYER00104,MERCH0006,Uber,UBER TXN 640034,Transport,161.82,Credit Card,2026-02-26 15:17:00,15,0.0,True,0,-1,0
TX009451,PAYER00104,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,51435.56,Debit Card,2026-03-03 14:28:00,14,0.0,True,0,4,0
TX009111,PAYER00104,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-729970,Salary,149464.06,Net Banking,2026-03-13 12:19:00,12,0.0,False,1,9,0
TX001232,PAYER00104,MERCH0018,Jio Fiber,JIOFIBER INDIA PVT LTD,Utilities,1186.62,Credit Card,2026-03-15 18:28:00,18,0.0,True,0,2,0
TX003442,PAYER00104,MERCH0006,Uber,UPI-UBER-597872,Transport,422.21,Debit Card,2026-03-17 18:33:00,18,0.0,False,1,2,0
TX010784,PAYER00104,MERCH0022,Netflix,NETFLIX MONTHLY 791449,Entertainment,219.76,UPI,2026-03-18 18:29:00,18,0.0,True,0,0,0
TX008272,PAYER00104,MERCH0018,Jio Fiber,JIOFIBER TXN 324385,Utilities,726.57,UPI,2026-03-20 22:53:00,22,0.0,False,1,2,0
TX010714,PAYER00104,MERCH0015,Local Kirana Store,LOCALKIRANASTO CHN 730256,Shopping,1490.27,Debit Card,2026-04-03 08:37:00,8,0.0,True,0,13,1
TX008197,PAYER00104,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 444259,Rent,13898.05,Credit Card,2026-04-18 10:44:00,10,0.0,True,0,15,0
TX010825,PAYER00104,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 826570,Salary,95088.4,UPI,2026-04-19 05:42:00,5,-0.10938471974986873,False,2,0,0
TX005395,PAYER00104,MERCH0026,Practo Consultation,PRACTOCONSULTA INDIA PVT LTD,Healthcare,195.02,UPI,2026-04-24 20:20:00,20,0.0,True,0,5,0
TX004272,PAYER00104,MERCH0026,Practo Consultation,PRACTOCONSULTA*BLR,Healthcare,507.86,Credit Card,2026-04-25 20:04:00,20,0.0,False,1,0,0
TX003265,PAYER00104,MERCH0012,Myntra,MYNTRA CHN 622604,Shopping,177.5,Credit Card,2026-05-19 11:28:00,11,0.0,True,1,23,0
TX003101,PAYER00104,MERCH0018,Jio Fiber,JIOFIBER*ORDER664890,Utilities,755.97,Debit Card,2026-05-19 20:58:00,20,-0.8721878056732967,False,2,0,0
TX001529,PAYER00104,MERCH0016,BESCOM Electricity,BESCOMELECTRIC TXN 335152,Utilities,1156.44,UPI,2026-05-21 12:29:00,12,1.2683870139829239,True,3,1,0
TX008442,PAYER00104,MERCH0018,Jio Fiber,UPI-JIOFIBER-681267,Utilities,584.92,Wallet,2026-05-26 14:22:00,14,-1.7226450907332558,False,4,5,0
TX000280,PAYER00104,MERCH0015,Local Kirana Store,LOCALKIRANASTO TXN 300541,Shopping,1121.25,Credit Card,2026-05-31 15:01:00,15,0.43779946220587007,False,2,5,0
TX011428,PAYER00104,MERCH0026,Practo Consultation,PRACTOCONSULTA PUN 321788,Healthcare,132.65,Net Banking,2026-06-01 22:36:00,22,-1.3987341772151898,False,2,1,0
TX008548,PAYER00104,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO TXN 959289,Transport,112.14,UPI,2026-06-21 14:10:00,14,-1.3815814739429317,True,2,19,0
TX005836,PAYER00104,MERCH0026,Practo Consultation,UPI-PRACTOCONSULTA-774248,Healthcare,573.44,Debit Card,2026-06-25 09:02:00,9,1.7965828171251572,False,3,3,1
TX000196,PAYER00104,MERCH0016,BESCOM Electricity,BESCOMELECTRIC,Utilities,706.92,UPI,2026-06-27 16:54:00,16,-0.719504672272362,False,5,2,0
TX007526,PAYER00104,MERCH0015,Local Kirana Store,LOCALKIRANASTO*ORDER572567,Shopping,210.14,Credit Card,2026-07-12 15:23:00,15,-1.301636286840085,False,3,14,0
TX005484,PAYER00104,MERCH0008,Delhi Metro,DELHIMETRO,Transport,103.57,UPI,2026-07-28 18:32:00,18,-0.9448955154690252,True,3,16,1
TX002385,PAYER00104,MERCH0028,Coursera,COURSERA.COM SUBSCRIPTION,Education,1677.74,UPI,2026-08-06 04:55:00,4,0.0,True,0,8,0
TX008818,PAYER00104,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 88495,Rent,34662.55,UPI,2026-08-11 18:37:00,18,0.0,False,1,5,0
TX009386,PAYER00104,MERCH0027,Udemy,UDEMY.COM SUBSCRIPTION,Education,777.82,UPI,2026-08-12 23:17:00,23,0.0,True,1,1,0
TX006303,PAYER00104,MERCH0007,Ola Cabs,UPI-OLACABS-882629,Transport,24.06,UPI,2026-08-14 12:35:00,12,-1.3503590082889634,True,4,1,0
TX002475,PAYER00105,MERCH0004,Domino's Pizza,UPI-DOMINOSPIZZA-907261,Food,105.25,UPI,2026-06-10 09:14:00,9,0.0,True,0,-1,0
TX009143,PAYER00105,MERCH0011,Amazon.in,AMAZONIN*ORDER864080,Shopping,238.84,Net Banking,2026-06-20 14:10:00,14,0.0,True,0,10,0
TX000922,PAYER00105,MERCH0026,Practo Consultation,PRACTOCONSULTA TXN 652189,Healthcare,36.37,UPI,2026-06-26 19:33:00,19,0.0,True,0,6,1
TX011209,PAYER00105,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT JUL,Rent,23571.16,Debit Card,2026-07-14 12:43:00,12,0.0,True,0,17,0
TX006019,PAYER00105,MERCH0003,Starbucks,STARBUCKS,Food,100.69,Wallet,2026-08-02 15:05:00,15,0.0,True,1,19,0
TX009608,PAYER00106,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY,Healthcare,248.67,UPI,2026-04-20 15:38:00,15,0.0,True,0,-1,0
TX007838,PAYER00106,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,2249.1,Debit Card,2026-06-09 17:27:00,17,0.0,True,0,50,1
TX004461,PAYER00106,MERCH0025,Apollo Pharmacy,UPI-APOLLOPHARMACY-309578,Healthcare,465.22,Credit Card,2026-07-03 21:43:00,21,0.0,False,1,24,0
TX000933,PAYER00106,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT MAR,Rent,22053.06,UPI,2026-07-15 11:46:00,11,0.0,True,0,11,0
TX005968,PAYER00106,MERCH0006,Uber,UBER*BLR,Transport,597.04,Credit Card,2026-07-21 17:40:00,17,0.0,True,0,6,0
TX004882,PAYER00106,MERCH0023,BookMyShow,UPI-BOOKMYSHOW-486390,Entertainment,1107.4,UPI,2026-08-05 13:38:00,13,0.0,True,0,14,0
TX004596,PAYER00106,MERCH0023,BookMyShow,UPI-BOOKMYSHOW-468117,Entertainment,416.81,Debit Card,2026-08-10 09:47:00,9,0.0,False,1,4,0
TX009709,PAYER00107,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT DEC,Rent,26218.19,Debit Card,2026-03-19 18:28:00,18,0.0,True,0,-1,0
TX001381,PAYER00107,MERCH0016,BESCOM Electricity,BESCOMELECTRIC INDIA PVT LTD,Utilities,974.39,UPI,2026-06-03 15:53:00,15,0.0,True,0,75,0
TX004286,PAYER00107,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT DEC,Rent,20912.42,UPI,2026-06-16 11:21:00,11,0.0,False,1,12,0
TX007992,PAYER00107,MERCH0022,Netflix,NETFLIX*SUBSCRIPTION,Entertainment,418.79,Net Banking,2026-07-17 18:47:00,18,0.0,True,0,31,0
TX009546,PAYER00109,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT MAY,Rent,13649.23,UPI,2026-03-02 09:29:00,9,0.0,True,0,-1,0
TX004762,PAYER00109,MERCH0008,Delhi Metro,DELHIMETRO,Transport,323.4,Debit Card,2026-03-07 23:11:00,23,0.0,True,0,5,0
TX001293,PAYER00109,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 854206,Salary,38438.57,UPI,2026-03-27 15:05:00,15,0.0,True,0,19,0
TX003817,PAYER00109,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,42169.08,Debit Card,2026-04-07 13:18:00,13,0.0,False,1,10,0
TX008973,PAYER00109,MERCH0022,Netflix,NETFLIX MONTHLY 633815,Entertainment,364.49,Net Banking,2026-04-07 16:34:00,16,0.0,True,0,0,1
TX003153,PAYER00109,MERCH0023,BookMyShow,BOOKMYSHOW.COM SUBSCRIPTION,Entertainment,225.23,UPI,2026-04-12 09:26:00,9,0.0,True,1,4,0
TX001012,PAYER00109,MERCH0002,Zomato,ZOMATO,Food,154.74,UPI,2026-04-20 07:03:00,7,0.0,True,0,7,0
TX004671,PAYER00109,MERCH0027,Udemy,UDEMY MONTHLY 480741,Education,1339.6,UPI,2026-04-29 10:25:00,10,0.0,True,0,9,0
TX007058,PAYER00109,MERCH0014,Reliance Trends,RELIANCETRENDS*ORDER386554,Shopping,333.87,UPI,2026-05-08 14:37:00,14,0.0,True,0,9,0
TX003426,PAYER00109,MERCH0027,Udemy,UDEMY MONTHLY 766582,Education,1887.65,UPI,2026-05-09 12:58:00,12,0.0,False,1,0,0
TX004127,PAYER00109,MERCH0011,Amazon.in,AMAZONIN INDIA PVT LTD,Shopping,735.05,UPI,2026-05-31 20:15:00,20,0.0,True,1,22,0
TX010021,PAYER00109,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,1204.34,Net Banking,2026-06-06 17:32:00,17,-1.4936045981206092,True,2,5,0
TX011458,PAYER00109,MERCH0024,Spotify,SPOTIFY MONTHLY 886059,Entertainment,359.26,UPI,2026-06-13 16:30:00,16,0.9248886974005452,True,2,6,0
TX010653,PAYER00109,MERCH0003,Starbucks,UPI-STARBUCKS-260329,Food,102.71,Debit Card,2026-06-18 12:39:00,12,0.0,True,1,4,0
TX004707,PAYER00109,MERCH0022,Netflix,NETFLIX MONTHLY 562815,Entertainment,845.65,Credit Card,2026-07-01 14:25:00,14,8.212872921926206,False,3,13,0
TX007725,PAYER00109,MERCH0026,Practo Consultation,PRACTOCONSULTA INDIA PVT LTD,Healthcare,282.61,Net Banking,2026-07-02 09:47:00,9,0.0,True,0,0,0
TX003094,PAYER00109,MERCH0005,Local Tiffin Service,LOCALTIFFINSER TXN 990582,Food,66.77,Net Banking,2026-07-23 17:40:00,17,-2.3815106669229285,True,2,21,0
TX006190,PAYER00109,MERCH0022,Netflix,NETFLIX.COM SUBSCRIPTION,Entertainment,184.71,Debit Card,2026-07-25 13:40:00,13,-1.1188863343075266,False,4,1,0
TX003036,PAYER00109,MERCH0003,Starbucks,STARBUCKS TXN 228021,Food,282.94,UPI,2026-08-11 11:01:00,11,4.842169788470338,False,3,16,1
TX003658,PAYER00110,MERCH0005,Local Tiffin Service,LOCALTIFFINSER*KOL,Food,144.76,UPI,2026-03-01 15:20:00,15,0.0,True,0,-1,0
TX008583,PAYER00110,MERCH0017,Airtel Broadband,AIRTELBROADBAN TXN 629044,Utilities,2179.88,Wallet,2026-03-21 12:10:00,12,0.0,True,0,19,0
TX003680,PAYER00110,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO KOL 522405,Transport,222.17,UPI,2026-04-04 18:36:00,18,0.0,True,0,14,0
TX004262,PAYER00110,MERCH0006,Uber,UBER*JPR,Transport,134.97,UPI,2026-04-06 10:40:00,10,0.0,True,1,1,0
TX007295,PAYER00110,MERCH0027,Udemy,UPI-UDEMY-552522,Education,835.59,Debit Card,2026-04-10 11:30:00,11,0.0,True,0,4,0
TX011380,PAYER00110,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,57471.08,UPI,2026-04-21 18:45:00,18,0.0,True,0,11,0
TX010168,PAYER00110,MERCH0023,BookMyShow,BOOKMYSHOW.COM SUBSCRIPTION,Entertainment,517.04,Credit Card,2026-05-03 21:33:00,21,0.0,True,0,12,0
TX008923,PAYER00110,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-250930,Rent,27685.23,UPI,2026-05-13 08:12:00,8,0.0,True,0,9,0
TX009245,PAYER00110,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-53705,Rent,9607.0,Credit Card,2026-05-17 17:47:00,17,0.0,False,1,4,0
TX000852,PAYER00110,MERCH0017,Airtel Broadband,AIRTELBROADBAN INDIA PVT LTD,Utilities,1928.68,UPI,2026-05-19 10:25:00,10,0.0,False,1,1,0
TX008687,PAYER00110,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT AUG,Rent,17573.2,UPI,2026-06-05 09:03:00,9,-0.11869690782781249,False,2,16,0
TX009855,PAYER00110,MERCH0018,Jio Fiber,JIOFIBER*ORDER983487,Utilities,1299.02,Credit Card,2026-06-12 01:30:00,1,-6.013216560509555,True,2,6,0
TX010870,PAYER00110,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 221022,Rent,16335.59,UPI,2026-06-17 16:41:00,16,-0.26398506215861306,False,3,5,0
TX007426,PAYER00110,MERCH0028,Coursera,UPI-COURSERA-904751,Education,753.06,Credit Card,2026-06-21 19:31:00,19,0.0,True,1,4,0
TX002596,PAYER00110,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT FEB,Rent,34197.45,Credit Card,2026-06-26 18:51:00,18,2.5374101566499667,False,4,4,0
TX008305,PAYER00110,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT JUL,Rent,16262.54,Net Banking,2026-07-08 02:07:00,2,-0.5510208810619072,False,5,11,0
TX010529,PAYER00110,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-63759,Salary,47418.55,Credit Card,2026-07-14 06:11:00,6,0.0,False,1,6,0
TX009241,PAYER00110,MERCH0024,Spotify,SPOTIFY.COM SUBSCRIPTION,Entertainment,159.59,UPI,2026-07-15 16:04:00,16,0.0,True,1,1,1
TX009573,PAYER00110,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO*ORDER430209,Transport,501.17,UPI,2026-07-23 22:16:00,22,7.399082568807341,False,2,8,1
TX006353,PAYER00110,MERCH0019,Municipal Water Bill,MUNICIPALWATER*ORDER799016,Utilities,856.81,UPI,2026-07-24 08:01:00,8,-2.5524845409602297,True,3,0,0
TX009727,PAYER00110,MERCH0024,Spotify,SPOTIFY MONTHLY 975510,Entertainment,580.4,UPI,2026-07-30 13:19:00,13,1.3545111204364246,False,2,6,0
TX007384,PAYER00110,MERCH0024,Spotify,SPOTIFY MONTHLY 89190,Entertainment,958.45,Credit Card,2026-08-04 20:29:00,20,2.9119191706989787,False,3,5,0
TX005493,PAYER00110,MERCH0024,Spotify,SPOTIFY.COM SUBSCRIPTION,Entertainment,74.34,UPI,2026-08-07 12:17:00,12,-1.692219393941271,False,4,2,0
TX006720,PAYER00110,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO PUN 810442,Transport,201.59,Credit Card,2026-08-20 19:53:00,19,-0.5411061319835039,False,3,13,0
TX004185,PAYER00111,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,2344.16,UPI,2026-03-30 00:09:00,0,0.0,True,0,-1,0
TX002125,PAYER00111,MERCH0007,Ola Cabs,OLACABS INDIA PVT LTD,Transport,136.35,Debit Card,2026-05-02 12:24:00,12,0.0,True,0,33,0
TX001499,PAYER00111,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO INDIA PVT LTD,Transport,103.95,UPI,2026-05-13 04:39:00,4,0.0,True,1,10,0
TX008004,PAYER00111,MERCH0028,Coursera,UPI-COURSERA-43845,Education,1125.84,UPI,2026-06-07 15:32:00,15,0.0,False,1,25,0
TX003425,PAYER00111,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO JPR 264355,Transport,87.83,Credit Card,2026-07-02 09:11:00,9,-1.9950617283950627,False,2,24,0
TX002237,PAYER00111,MERCH0012,Myntra,MYNTRA*PUN,Shopping,275.35,Debit Card,2026-08-08 22:44:00,22,0.0,True,0,37,0
TX001436,PAYER00111,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA PAYROLL NOV,Salary,49195.97,UPI,2026-08-12 11:47:00,11,0.0,True,0,3,0
TX003010,PAYER00112,MERCH0019,Municipal Water Bill,MUNICIPALWATER INDIA PVT LTD,Utilities,3119.22,Credit Card,2026-03-06 13:45:00,13,0.0,True,0,-1,0
TX005335,PAYER00112,MERCH0017,Airtel Broadband,AIRTELBROADBAN,Utilities,497.41,Net Banking,2026-03-29 16:11:00,16,0.0,True,1,23,0
TX007304,PAYER00112,MERCH0024,Spotify,SPOTIFY MONTHLY 906277,Entertainment,212.0,Debit Card,2026-04-08 07:38:00,7,0.0,True,0,9,0
TX011581,PAYER00112,MERCH0028,Coursera,COURSERA MONTHLY 804893,Education,1393.99,Credit Card,2026-04-19 20:37:00,20,0.0,True,0,11,1
TX001111,PAYER00112,MERCH0017,Airtel Broadband,AIRTELBROADBAN INDIA PVT LTD,Utilities,816.38,Credit Card,2026-04-26 21:41:00,21,-0.7566795458099556,False,2,7,0
TX000018,PAYER00112,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,747.51,UPI,2026-04-29 17:57:00,17,0.0,True,1,2,0
TX008854,PAYER00112,MERCH0002,Zomato,ZOMATO BLR 248607,Food,502.65,Credit Card,2026-05-01 12:24:00,12,0.0,True,0,1,0
TX001725,PAYER00112,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO NGP 579424,Transport,41.68,Debit Card,2026-05-04 08:42:00,8,0.0,True,0,2,0
TX005182,PAYER00112,MERCH0019,Municipal Water Bill,MUNICIPALWATER PUN 510729,Utilities,1514.83,UPI,2026-05-17 19:25:00,19,0.03181418025598704,False,3,13,0
TX002194,PAYER00112,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-420503,Rent,31554.34,UPI,2026-05-25 14:25:00,14,0.0,True,0,7,0
TX003400,PAYER00112,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-433567,Rent,13356.55,Credit Card,2026-06-08 17:34:00,17,0.0,False,1,14,1
TX008794,PAYER00112,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,1437.39,UPI,2026-07-03 09:34:00,9,1.134265561192922,False,2,24,0
TX001403,PAYER00112,MERCH0013,Flipkart,UPI-FLIPKART-307589,Shopping,472.93,Debit Card,2026-08-16 21:07:00,21,0.0,True,0,44,0
TX004820,PAYER00112,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY TXN 133571,Healthcare,158.66,UPI,2026-08-21 21:59:00,21,0.0,True,0,5,0
TX002707,PAYER00113,MERCH0014,Reliance Trends,RELIANCETRENDS,Shopping,336.78,Net Banking,2026-03-14 08:40:00,8,0.0,True,0,-1,0
TX003015,PAYER00113,MERCH0024,Spotify,UPI-SPOTIFY-562721,Entertainment,342.05,UPI,2026-03-27 21:01:00,21,0.0,True,0,13,0
TX010668,PAYER00113,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-213002,Rent,31536.78,Credit Card,2026-04-20 14:23:00,14,0.0,True,0,23,0
TX003483,PAYER00113,MERCH0026,Practo Consultation,PRACTOCONSULTA,Healthcare,342.55,UPI,2026-05-04 09:53:00,9,0.0,True,0,13,0
TX000492,PAYER00113,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,832.65,Credit Card,2026-06-17 09:25:00,9,0.0,True,0,43,0
TX003158,PAYER00113,MERCH0003,Starbucks,STARBUCKS TXN 806944,Food,186.87,UPI,2026-06-24 14:41:00,14,0.0,True,0,7,0
TX006659,PAYER00113,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO INDIA PVT LTD,Transport,273.53,UPI,2026-07-05 14:44:00,14,0.0,True,0,11,0
TX011166,PAYER00113,MERCH0008,Delhi Metro,DELHIMETRO*KOL,Transport,1463.21,UPI,2026-08-03 06:30:00,6,0.0,True,1,28,0
TX007572,PAYER00113,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO INDIA PVT LTD,Transport,272.17,UPI,2026-08-03 22:31:00,22,-1.0022863290969,False,2,0,0
TX001645,PAYER00113,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT MAR,Rent,14236.18,UPI,2026-08-18 10:36:00,10,0.0,False,1,14,0
TX009403,PAYER00114,MERCH0027,Udemy,UDEMY MONTHLY 41944,Education,1264.52,Credit Card,2026-03-16 12:36:00,12,0.0,True,0,-1,1
TX002756,PAYER00114,MERCH0028,Coursera,UPI-COURSERA-686799,Education,6880.01,Net Banking,2026-03-16 18:20:00,18,0.0,True,1,0,0
TX008906,PAYER00114,MERCH0017,Airtel Broadband,AIRTELBROADBAN,Utilities,1891.1,UPI,2026-04-17 21:26:00,21,0.0,True,0,32,0
TX011467,PAYER00114,MERCH0015,Local Kirana Store,LOCALKIRANASTO INDIA PVT LTD,Shopping,116.49,UPI,2026-04-18 06:40:00,6,0.0,True,0,0,0
TX009140,PAYER00114,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-262067,Rent,47342.54,UPI,2026-05-06 10:15:00,10,0.0,True,0,18,1
TX010973,PAYER00114,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-322189,Rent,13924.49,Debit Card,2026-05-16 21:34:00,21,0.0,False,1,10,0
TX002643,PAYER00114,MERCH0012,Myntra,MYNTRA KOL 845075,Shopping,471.38,UPI,2026-05-18 06:30:00,6,0.0,True,1,1,0
TX005555,PAYER00114,MERCH0004,Domino's Pizza,DOMINOSPIZZA INDIA PVT LTD,Food,164.65,Debit Card,2026-07-10 14:39:00,14,0.0,True,0,53,0
TX000113,PAYER00115,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-473555,Rent,32186.57,Credit Card,2026-02-28 17:30:00,17,0.0,True,0,-1,0
TX007318,PAYER00115,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,75072.9,UPI,2026-03-31 16:19:00,16,0.0,True,0,30,0
TX001549,PAYER00115,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-671266,Rent,18233.16,UPI,2026-04-10 12:15:00,12,0.0,False,1,9,0
TX000620,PAYER00115,MERCH0024,Spotify,SPOTIFY MONTHLY 180791,Entertainment,263.23,UPI,2026-04-28 22:38:00,22,0.0,True,0,18,0
TX004252,PAYER00115,MERCH0010,Rapido,RAPIDO,Transport,419.26,UPI,2026-05-11 20:20:00,20,0.0,True,0,12,0
TX007521,PAYER00115,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,49752.12,Debit Card,2026-05-14 20:40:00,20,0.0,False,1,3,0
TX010473,PAYER00115,MERCH0023,BookMyShow,UPI-BOOKMYSHOW-429528,Entertainment,400.62,Credit Card,2026-05-27 11:21:00,11,0.0,True,1,12,0
TX003889,PAYER00115,MERCH0027,Udemy,UDEMY.COM SUBSCRIPTION,Education,1019.46,UPI,2026-06-09 21:52:00,21,0.0,True,0,13,0
TX001627,PAYER00115,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-479013,Rent,33806.91,UPI,2026-06-17 08:34:00,8,1.23225003780438,False,2,7,0
TX004710,PAYER00116,MERCH0016,BESCOM Electricity,BESCOMELECTRIC TXN 662972,Utilities,759.18,UPI,2026-03-18 15:37:00,15,0.0,True,0,-1,0
TX004001,PAYER00116,MERCH0026,Practo Consultation,UPI-PRACTOCONSULTA-76287,Healthcare,111.05,Net Banking,2026-05-21 21:49:00,21,0.0,True,0,64,0
TX010670,PAYER00116,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-213520,Rent,16020.09,Debit Card,2026-07-20 20:22:00,20,0.0,True,0,59,0
TX007530,PAYER00116,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 291945,Salary,126505.15,Net Banking,2026-08-17 16:49:00,16,0.0,True,0,27,0
TX010274,PAYER00118,MERCH0013,Flipkart,FLIPKART KOL 872878,Shopping,405.31,UPI,2026-05-21 14:35:00,14,0.0,True,0,-1,0
TX008560,PAYER00118,MERCH0028,Coursera,COURSERA MONTHLY 599102,Education,1688.15,UPI,2026-06-26 03:29:00,3,0.0,True,0,35,0
TX010024,PAYER00119,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-608938,Salary,79107.59,Net Banking,2026-05-10 06:51:00,6,0.0,True,0,-1,0
TX010981,PAYER00119,MERCH0018,Jio Fiber,JIOFIBER*ORDER483368,Utilities,656.99,Net Banking,2026-06-14 16:18:00,16,0.0,True,0,35,0
